SC height;SC CG in y direction [% of SC height];Mast mass per height;Mast CG in x direction;Mast additional masses;Wheel distance;Traverse CG in x direction;Traverse mass per length;Traverse additional masses;Maximum acceleration in x direction;Slip time in x direction;Maximum velocity in x direction;Lift CG in x direction [distance to mast CG];Lift mass empty;Load average mass;Maximum acceleration in y direction;Rack length
0.51520407;0.103509634;0.672693332;0.046225114;0.304858804;0.500890466;0.205249357;0.407109444;0.701304852;0.429823833;0.721030675;0.509979468;0.81753685;0.052319597;0.314910634;0.737109703;0.022999961
0.055688128;0.363621725;0.948427879;0.544140677;0.872075598;0.637009762;0.845191162;0.533590221;0.209409132;0.25626558;0.244956255;0.231860357;0.958245412;0.061402844;0.719582054;0.628668419;0.525939441
0.851734868;0.670669542;0.108736752;0.260002753;0.074238051;0.003210445;0.93007378;0.69490236;0.720349252;0.00159469;0.549313246;0.0485532;0.319731391;0.943738592;0.238830656;0.022956945;0.301749268
0.500588029;0.553900209;0.929319436;0.710748966;0.975864612;0.904914804;0.2728548;0.586137093;0.152565242;0.25258278;0.057084435;0.388131639;0.821539055;0.601302842;0.325339705;0.383197197;0.868303087
0.238642445;0.763471463;0.175805914;0.154706942;0.192681146;0.853614969;0.022176664;0.275929741;0.157869493;0.493948116;0.494263011;0.129009525;0.862638142;0.432173276;0.461262094;0.725609049;0.668480788
0.511639941;0.484544145;0.449869571;0.150160871;0.77298289;0.441276394;0.725431177;0.490717747;0.72229347;0.076260267;0.412168548;0.038803169;0.753569254;0.671486271;0.367919464;0.757765064;0.137682537
0.958054844;0.008543837;0.370744205;0.119771132;0.26304811;0.393554165;0.835285988;0.838140429;0.420344383;0.425443245;0.027241913;0.291563593;0.432942215;0.315806722;0.863074888;0.489696119;0.598070265
0.111807391;0.406275985;0.973746033;0.006948255;0.418191957;0.081499814;0.003639596;0.31216969;0.205657309;0.287764339;0.699616061;0.348055416;0.227174296;0.985985191;0.804242553;0.701268361;0.557259821
0.723627778;0.240099019;0.504826382;0.130315053;0.75705895;0.941526265;0.765450352;0.927718595;0.678309739;0.916804986;0.453252456;0.860012641;0.41333901;0.163040005;0.439769684;0.537914201;0.793119116
0.775183109;0.003434386;0.875317756;0.911225093;0.804633618;0.689276934;0.476110659;0.064280717;0.886520954;0.59551357;0.194039585;0.268198198;0.083183423;0.730372818;0.827595783;0.064673663;0.252996851
0.97883656;0.948901183;0.886763596;0.948339844;0.563630071;0.770006685;0.527340062;0.936970232;0.674362339;0.000277879;0.487065209;0.72297686;0.878962097;0.640849544;0.17742702;0.26827838;0.56981273
0.847655197;0.17894892;0.083833486;0.449414399;0.343322279;0.622180335;0.638301363;0.476724037;0.142873813;0.46464012;0.095208954;0.070174904;0.45129902;0.220075182;0.534218015;0.30436359;0.752639433
0.605965235;0.367036898;0.353680952;0.411328039;0.220896706;0.066595123;0.808866753;0.432041937;0.154109694;0.164212734;0.621143888;0.216781182;0.312212389;0.274703382;0.620249428;0.211694625;0.229501192
0.955970646;0.380843823;0.465928168;0.411261373;0.316907224;0.712896068;0.725154542;0.141408372;0.480551159;0.378726326;0.726634042;0.392717364;0.531105718;0.710134639;0.083114372;0.558293909;0.518885513
0.366668149;0.669788821;0.740122811;0.960855872;0.564118483;0.307448734;0.942296863;0.686445516;0.876197726;0.264292972;0.335661203;0.984272516;0.990231832;0.800983937;0.266241385;0.705591523;0.18341667
0.070846818;0.312108203;0.669500762;0.769471875;0.407898445;0.711571916;0.883667958;0.554263243;0.243788977;0.424034878;0.263469949;0.076458926;0.661505509;0.020507419;0.173946643;0.342948533;0.214392519
0.125208076;0.216597954;0.554378596;0.126753795;0.763322965;0.549904367;0.288666575;0.016283482;0.469639785;0.297027963;0.325671566;0.15719785;0.475729123;0.459225935;0.718623803;0.485136059;0.304800128
0.487712224;0.802611798;0.268210828;0.224477153;0.556488156;0.536203841;0.242616984;0.195552997;0.440265695;0.606430453;0.678077897;0.695895084;0.113940292;0.573046083;0.169336574;0.405644798;0.202541264
0.829244773;0.993776771;0.526808437;0.75120662;0.461520482;0.239020288;0.885313291;0.246763622;0.342201779;0.217012499;0.622769682;0.957389382;0.130286434;0.427312923;0.00339889;0.472196349;0.623519054
0.194386702;0.242513082;0.731830574;0.177192763;0.022288278;0.624422317;0.585131864;0.127913291;0.173921846;0.199599132;0.261365068;0.328101582;0.432631583;0.689795175;0.074633073;0.44742345;0.150553981
0.052497933;0.772358135;0.48889977;0.868125824;0.370967748;0.970433934;0.114782184;0.423676809;0.382180748;0.731904409;0.236319072;0.389348053;0.65897781;0.950834966;0.991680728;0.387175181;0.338045932
0.482327183;0.117628483;0.175184699;0.441183655;0.919266227;0.260009311;0.869356802;0.646794346;0.829600746;0.559072549;0.253469006;0.166047974;0.520336282;0.552841271;0.717082833;0.329661092;0.444419846
0.009791035;0.486101427;0.938917108;0.163062636;0.32476584;0.145802897;0.142910127;0.627073714;0.201206369;0.70760582;0.730128124;0.960673684;0.501185369;0.145617506;0.515068124;0.033174993;0.128340779
0.207174702;0.160855071;0.807194643;0.013213516;0.576945704;0.974005841;0.745801555;0.622864807;0.826107939;0.99534501;0.222115435;0.780252553;0.646194724;0.29628638;0.369249185;0.740510425;0.378020611
0.173061399;0.284160374;0.258552478;0.565370715;0.391940985;0.115149752;0.148460458;0.159201411;0.482129404;0.365536174;0.767248395;0.679056184;0.724301053;0.727928763;0.424929976;0.436978937;0.419750615
0.508171178;0.252822814;0.194118802;0.694932563;0.989261518;0.915304837;0.449381149;0.641961426;0.315898539;0.332639583;0.153133912;0.857406073;0.728495961;0.453125921;0.19579963;0.40996334;0.844582604
0.094350349;0.272310512;0.151135785;0.981094355;0.789527256;0.993072469;0.703871397;0.548411487;0.540565061;0.857086359;0.269244988;0.994239658;0.213434608;0.520746883;0.574696796;0.659326497;0.666394018
0.492701087;0.640031002;0.139481071;0.534720892;0.582728205;0.770433579;0.795647632;0.686291054;0.468808321;0.123669416;0.723908638;0.556890972;0.211927863;0.965447285;0.181777051;0.576330866;0.707967557
0.051107938;0.214986122;0.060762342;0.117933672;0.683516637;0.028787135;0.188275006;0.874565412;0.138859377;0.271323325;0.18461252;0.807845058;0.448422382;0.92377755;0.441428125;0.060397117;0.02128816
0.334892499;0.786363923;0.723168182;0.632324177;0.470390497;0.551831016;0.824250193;0.205727509;0.995371131;0.154613767;0.833791484;0.400280913;0.459493946;0.895777268;0.445899652;0.055287391;0.287403298
0.355494865;0.102994551;0.658995932;0.767667275;0.46828701;0.558669397;0.425039057;0.008711013;0.81760791;0.514983132;0.552994609;0.975275767;0.41511975;0.987303871;0.599837492;0.174310842;0.015882067
0.556204038;0.76463909;0.199716308;0.004401115;0.97650704;0.370849113;0.427282996;0.059702908;0.848406318;0.324482994;0.383040121;0.098505098;0.056497993;0.882033515;0.165753592;0.023714418;0.425360724
0.948085304;0.594099984;0.376439414;0.179235099;0.553181824;0.362674868;0.173631121;0.784507734;0.27959869;0.34651984;0.332209215;0.752872561;0.958092324;0.272565402;0.43957624;0.330096439;0.930869121
0.388312909;0.966142678;0.210965187;0.357975343;0.302923606;0.252844227;0.720416359;0.48347581;0.34331283;0.343131471;0.947784319;0.365911214;0.013944353;0.251123779;0.786316383;0.507219094;0.903200864
0.687993213;0.130794853;0.738129132;0.266458341;0.569085599;0.046095246;0.476848366;0.571896928;0.510105483;0.138573416;0.816378208;0.363072122;0.215893506;0.944780021;0.238437978;0.309754069;0.330645085
0.088293177;0.502960445;0.028829902;0.167591636;0.274400475;0.588963104;0.644199679;0.586891438;0.098992874;0.151266211;0.606942529;0.966829108;0.789296548;0.790447004;0.381026333;0.709722704;0.839635732
0.833679856;0.314122676;0.063019116;0.478633531;0.28990192;0.838491482;0.102511732;0.950967712;0.854843881;0.557282408;0.565920093;0.442838225;0.394038397;0.957600669;0.309311354;0.347586803;0.676764702
0.504130931;0.682352981;0.925258588;0.614265946;0.272767941;0.719911317;0.64915006;0.090499066;0.123338517;0.33155142;0.366004491;0.64827063;0.206444878;0.838287256;0.162164037;0.233131581;0.368222075
0.490404219;0.874427331;0.293802949;0.87833671;0.215543296;0.058461017;0.447732335;0.79507422;0.793813636;0.185681977;0.330343821;0.124316884;0.9800502;0.120519497;0.032815415;0.427605955;0.390873175
0.050950977;0.722639874;0.545880947;0.396021317;0.503782882;0.543354025;0.186258538;0.836998405;0.287310713;0.140318716;0.926400132;0.673783397;0.516498898;0.148520725;0.056857067;0.683744997;0.698061303
0.738261459;0.658344466;0.229080399;0.065866239;0.127813314;0.876016289;0.141863986;0.508094022;0.437774506;0.871505603;0.72098465;0.663539331;0.792916882;0.221658377;0.052992009;0.250312935;0.417943263
0.821907554;0.501029053;0.007693953;0.225688398;0.856427312;0.688818854;0.079658479;0.670878731;0.42378586;0.507656031;0.44277909;0.119969688;0.053133914;0.168752791;0.079816762;0.594309258;0.607802811
0.911712166;0.445257807;0.799397839;0.158828014;0.180229329;0.586074736;0.937741493;0.035560707;0.655804833;0.552711787;0.279531366;0.991847285;0.186848823;0.826086597;0.011915379;0.23886832;0.687701112
0.630854865;0.867140383;0.929951498;0.468929339;0.99877124;0.854136887;0.618537251;0.044076319;0.973548259;0.250776117;0.817742027;0.324082269;0.268494305;0.405344048;0.681581455;0.505543078;0.382759886
0.072593973;0.658460507;0.326280649;0.882603191;0.627516149;0.719742102;0.449094977;0.474742685;0.425689876;0.216287501;0.839299346;0.945511357;0.179382447;0.809386703;0.790268075;0.605505496;0.228633243
0.127631725;0.880046975;0.519068313;0.337183926;0.13389681;0.837775892;0.950612045;0.244712277;0.505923778;0.174504823;0.185463465;0.557179939;0.661055093;0.482701397;0.902926242;0.528568453;0.40895759
0.140127275;0.560785899;0.676529236;0.698358296;0.916648344;0.652457961;0.623541748;0.048432907;0.684476378;0.244323611;0.030694002;0.02780064;0.386779351;0.680226609;0.807635737;0.365389846;0.514781748
0.485181878;0.234439147;0.369933732;0.818831513;0.299706361;0.291100052;0.046083705;0.687144083;0.604492588;0.497202507;0.072951956;0.656355348;0.626552541;0.154813498;0.917330279;0.458873472;0.302465956
0.130318068;0.018449382;0.482641787;0.841010799;0.069192636;0.166704281;0.886041001;0.483357401;0.054007599;0.896491378;0.163970329;0.391904082;0.448676124;0.250059035;0.820938716;0.602791516;0.952087187
0.870904861;0.56004592;0.445479425;0.569478626;0.747216952;0.942199706;0.699821039;0.086053241;0.430122601;0.409238384;0.66815799;0.918545683;0.977706755;0.738443019;0.332145995;0.772126308;0.524450989
0.267749186;0.691915638;0.71332362;0.56754446;0.858726929;0.419088996;0.979905079;0.989382904;0.648646624;0.188720465;0.87431646;0.206489393;0.470837597;0.406971335;0.153630809;0.660592128;0.786848714
0.668545084;0.793653678;0.147866639;0.55947901;0.686902824;0.835789775;0.01608059;0.650387344;0.498993733;0.472535517;0.242931475;0.554817292;0.303306435;0.445096514;0.883645729;0.530097525;0.189217974
0.836771438;0.154467231;0.591762378;0.734177438;0.319971547;0.891819764;0.719797309;0.856823906;0.078109598;0.682593775;0.383452537;0.952912089;0.453908899;0.583603274;0.352367692;0.186802644;0.950562033
0.179848436;0.832788753;0.37423755;0.915742465;0.029177239;0.908174499;0.983201836;0.606555245;0.607487874;0.443946789;0.514706634;0.780100894;0.845900866;0.474635804;0.60636494;0.077681752;0.400696792
0.000572105;0.708828814;0.686931482;0.146544358;0.891525411;0.198338425;0.489792444;0.966641186;0.086190654;0.815206652;0.361247743;0.604765694;0.368670227;0.603418119;0.57386007;0.771964595;0.045036552
0.311949468;0.459161515;0.699393697;0.921455164;0.764097115;0.790724179;0.102822962;0.669977742;0.739018278;0.874938776;0.412297718;0.696966372;0.591460879;0.006265155;0.495899642;0.67354883;0.63015165
0.727526224;0.249172186;0.096712595;0.796610567;0.782197471;0.836445012;0.970672171;0.531023761;0.249901753;0.119906816;0.999846319;0.734439574;0.065289088;0.124081622;0.724212254;0.098365146;0.916741499
0.50591513;0.481484969;0.467920154;0.280398997;0.351297191;0.397898389;0.129829302;0.566598923;0.000729141;0.310234446;0.132447008;0.244468017;0.524456927;0.956711034;0.621415122;0.491260449;0.947408505
0.031366896;0.644887414;0.572984906;0.695477252;0.619101455;0.430935112;0.887513571;0.788998756;0.217392494;0.915743742;0.111283551;0.795186864;0.430919169;0.273187398;0.329380041;0.235470567;0.141587727
0.728438329;0.576975074;0.465022856;0.041593879;0.699896379;0.980881221;0.668303268;0.672826456;0.271689524;0.181780329;0.82819413;0.073826717;0.962807577;0.074100641;0.271971591;0.299910777;0.708816588
0.71474005;0.363361328;0.550649431;0.896706807;0.552839757;0.889745716;0.226410106;0.42000732;0.757193995;0.506346522;0.824224117;0.332904736;0.552445271;0.457121745;0.610244488;0.150521009;0.522696008
0.822999745;0.048774285;0.775518253;0.067768148;0.758654821;0.417647003;0.490707278;0.539477195;0.219838023;0.148813812;0.664216573;0.45360034;0.40937239;0.062179148;0.70180611;0.501514645;0.207048544
0.39351568;0.227653747;0.315716713;0.610094765;0.709848326;0.684458453;0.589394147;0.237886877;0.619968436;0.181128423;0.798653001;0.985365727;0.386245297;0.150379116;0.175451236;0.248970065;0.478734048
0.003797554;0.704054795;0.754046775;0.491347479;0.119024596;0.912561529;0.093428491;0.916524368;0.424598938;0.558174575;0.815599804;0.483465557;0.076533275;0.66381356;0.300616908;0.028381126;0.500254351
0.152340848;0.132773806;0.773430705;0.733475474;0.365482772;0.218432621;0.670020117;0.058490917;0.132271974;0.188714252;0.262775457;0.538689565;0.315994998;0.395302437;0.443762963;0.735484203;0.151097942
0.004151568;0.587897961;0.768433958;0.065543687;0.905816934;0.561374009;0.784901124;0.623231417;0.492272168;0.44006468;0.501753289;0.568909553;0.814459877;0.467576845;0.828992674;0.17978075;0.737050745
0.345171464;0.163408861;0.175942172;0.507724633;0.748326415;0.65455134;0.352855675;0.533924705;0.466373474;0.277284792;0.326457988;0.412740857;0.146785972;0.375028904;0.331184857;0.296425477;0.679947325
0.263252925;0.536852278;0.802427675;0.160879171;0.189597472;0.442638553;0.077240711;0.760070456;0.3735503;0.287468412;0.858962471;0.986952322;0.410090398;0.543434085;0.677776437;0.071222838;0.869369348
0.196770695;0.031696354;0.422487092;0.230576884;0.031104528;0.270989211;0.225879071;0.643960203;0.375049255;0.357471939;0.410743082;0.715556414;0.35343625;0.39032119;0.064578766;0.655385946;0.411665998
0.96753162;0.103944671;0.725054097;0.767874703;0.045646308;0.333150661;0.306867318;0.366347602;0.85780195;0.104141321;0.503909587;0.329823054;0.738117606;0.649091887;0.606108337;0.758741465;0.890389124
0.529790842;0.150881693;0.994152927;0.018291164;0.182315387;0.699401899;0.204642957;0.248055547;0.672161178;0.235966376;0.89255356;0.424856753;0.495774012;0.226370253;0.542938241;0.247906155;0.15399143
0.354252972;0.217728124;0.691997034;0.332594529;0.8481443;0.355566055;0.161156307;0.273400231;0.544672443;0.439832323;0.582284797;0.98670412;0.978325085;0.051200015;0.874043714;0.103187344;0.328939426
0.699701585;0.696840643;0.546980891;0.471859437;0.120533285;0.311296396;0.542501639;0.499196487;0.495171893;0.444707509;0.037672966;0.326643513;0.448458733;0.126076796;0.196700759;0.376850611;0.480705871
0.463998749;0.974730012;0.299709902;0.695793042;0.721405568;0.297385414;0.254264973;0.215970761;0.092464075;0.241935449;0.801863395;0.554389961;0.13814694;0.51989694;0.908326099;0.555694411;0.126650742
0.664503824;0.367954305;0.339657216;0.009443212;0.3347679;0.720127634;0.250250214;0.855210655;0.716537231;0.036591823;0.003847657;0.203448376;0.072907694;0.28264118;0.444539667;0.014101653;0.11215305
0.383805399;0.144014404;0.594197452;0.720965737;0.083803929;0.697676023;0.809729185;0.706599733;0.5036734;0.424196738;0.225052072;0.900150632;0.951250719;0.474538569;0.495252325;0.440533476;0.237308717
0.62808994;0.195088826;0.920968639;0.612758636;0.829778985;0.389493648;0.658289422;0.317876041;0.675374174;0.509006727;0.512574696;0.87907086;0.366276425;0.214152133;0.388034577;0.257321778;0.453573332
0.621766268;0.358458903;0.949626024;0.699288009;0.139382333;0.020367637;0.938800893;0.937756025;0.132956562;0.323031155;0.652508203;0.137968709;0.585798783;0.496277794;0.145997682;0.010301548;0.179545882
0.709228841;0.323650858;0.025480609;0.314831706;0.027997858;0.314120526;0.95362444;0.852581017;0.951646091;0.398331109;0.785701272;0.758741185;0.089918302;0.196288602;0.025755233;0.494693021;0.529013969
0.740598633;0.348845934;0.368921671;0.757574725;0.268287631;0.905443854;0.743555117;0.260398611;0.505679142;0.559383722;0.580643273;0.330636446;0.025887684;0.056466979;0.32407558;0.406463239;0.28279768
0.142288119;0.252044069;0.183643679;0.078625561;0.659672896;0.469016811;0.863556048;0.950734337;0.971866915;0.810813573;0.597208522;0.472075078;0.036800635;0.751508294;0.942056265;0.670707239;0.511402977
0.252885026;0.726123609;0.254406995;0.340949281;0.379879823;0.492938365;0.648300819;0.762723906;0.904555719;0.423581526;0.822932517;0.985869357;0.786030708;0.982245065;0.446199022;0.44934497;0.948549463
0.609696653;0.845352352;0.230644636;0.877720495;0.170416486;0.687866246;0.439447547;0.445502643;0.585606314;0.266985767;0.359005388;0.60682058;0.551467818;0.575712381;0.161112595;0.149725874;0.875665095
0.509834578;0.309974603;0.950968667;0.055574395;0.163379459;0.332331818;0.369285163;0.418374695;0.663754752;0.531736761;0.43104092;0.903540095;0.243777656;0.358229893;0.751782508;0.12632965;0.150867352
0.813727212;0.305260385;0.36043961;0.076849776;0.781314956;0.3665589;0.370201742;0.969595272;0.519035662;0.515420977;0.181117608;0.403043473;0.647084021;0.215524105;0.22261395;0.299314818;0.215169893
0.700585095;0.196230875;0.961682932;0.211070915;0.353133278;0.619507549;0.326838553;0.040308249;0.244616029;0.644315223;0.17335416;0.393519382;0.698798484;0.201977425;0.367354233;0.104172396;0.894583279
0.359875803;0.263598424;0.27646778;0.447147668;0.444205256;0.233729442;0.251047321;0.411435732;0.040720136;0.69314381;0.186417128;0.299846457;0.727009092;0.163289411;0.080689743;0.382899325;0.417353597
0.105067979;0.192566079;0.887318032;0.875851656;0.36769122;0.145714103;0.493305412;0.923219243;0.839495747;0.472904505;0.184516227;0.102146119;0.206304846;0.351875201;0.14810288;0.748301973;0.783375426
0.859219237;0.783754735;0.470912324;0.558450326;0.515276619;0.482527361;0.994969019;0.486422426;0.28345385;0.262776434;0.349651968;0.526251744;0.462163254;0.287465338;0.253208934;0.590695889;0.555571294
0.843425172;0.618190722;0.971271275;0.336149091;0.120948751;0.609514465;0.473352155;0.232758381;0.174435189;0.184587635;0.44441663;0.14221582;0.333146875;0.626935278;0.925922935;0.772297819;0.006167118
0.633245334;0.83312347;0.713477095;0.373970503;0.913740504;0.550142412;0.877773817;0.74093518;0.620197111;0.434869731;0.963224137;0.631961451;0.055585373;0.683007216;0.106117756;0.444122872;0.445567156
0.302951415;0.307108602;0.80592285;0.779885251;0.992276785;0.682144211;0.664141108;0.844389416;0.325595837;0.353061214;0.41192415;0.053345885;0.611229119;0.584808235;0.740920298;0.454056524;0.332922304
0.020022272;0.833234675;0.001991582;0.198413033;0.441979558;0.309473536;0.633709426;0.849569778;0.169484157;0.776513072;0.420375653;0.937494136;0.263051795;0.793073145;0.597170187;0.2663242;0.123698816
0.118481548;0.199589007;0.45402312;0.654850169;0.602989881;0.905706406;0.713956452;0.67172467;0.195059747;0.622567064;0.712632619;0.977699935;0.333323881;0.53357937;0.188807038;0.444166614;0.757594263
0.060168806;0.097732051;0.952064559;0.859232555;0.32337094;0.605285282;0.817404236;0.655120769;0.470836425;0.274503123;0.111673025;0.235956753;0.847331833;0.55054229;0.654921021;0.4759231;0.96290283
0.770891921;0.869942911;0.135801122;0.690620969;0.961533253;0.682287727;0.751284155;0.59635926;0.651690858;0.31396166;0.188784752;0.835802825;0.705755467;0.625711578;0.868934064;0.050312112;0.823137602
0.184996462;0.570501501;0.615877876;0.815825658;0.936690954;0.019519316;0.305086964;0.123849324;0.97390641;0.334943651;0.644482622;0.263729421;0.39672521;0.088603216;0.446866665;0.189342945;0.915175517
0.984637699;0.328758072;0.631682786;0.238796213;0.245653739;0.584874171;0.297983384;0.521022391;0.751814399;0.323197821;0.48262329;0.011755562;0.550245134;0.533135467;0.738236912;0.687464315;0.957023752
0.749091563;0.156967827;0.509886438;0.619111422;0.654567889;0.072136207;0.928501359;0.228222237;0.162948225;0.077652366;0.299515852;0.927376735;0.699226911;0.466145267;0.050323044;0.58489964;0.790702369
0.392542344;0.419138323;0.254185773;0.883570396;0.506204645;0.581860578;0.767482342;0.558769309;0.839300425;0.712398309;0.743619641;0.581048046;0.507777868;0.504477883;0.8975606;0.024022217;0.529271072
0.758460841;0.884639238;0.790237076;0.697208348;0.977565426;0.398177645;0.499294898;0.054444829;0.778135358;0.280844365;0.770586605;0.650207007;0.434878624;0.318272029;0.617023193;0.671560739;0.745099975
0.896373641;0.716089824;0.738228102;0.424181006;0.667728041;0.983401642;0.605935942;0.514456559;0.625093658;0.800468004;0.028182872;0.407474955;0.791928949;0.079110904;0.827325757;0.680305973;0.446509792
0.236959672;0.26450135;0.488051949;0.46033233;0.519506048;0.828582592;0.599602555;0.072438109;0.518645036;0.897702331;0.096543685;0.863778495;0.518606041;0.345926805;0.203692452;0.095468523;0.96597671
0.992069139;0.088007696;0.601965443;0.025918108;0.156716983;0.893682974;0.649402822;0.231456667;0.276107328;0.956800259;0.027915489;0.19842407;0.28792844;0.087479461;0.19531737;0.700252653;0.197274152
0.151038437;0.237625343;0.855094225;0.732456048;0.660923707;0.245266851;0.482679811;0.565423032;0.992827057;0.887832737;0.334333682;0.538246944;0.869083931;0.637381169;0.60793043;0.360455053;0.981966773
0.708184168;0.549554873;0.510434098;0.808086171;0.464751158;0.319188217;0.522919668;0.168831442;0.321358781;0.297174661;0.901345667;0.439458263;0.57852753;0.22327129;0.55031649;0.19173824;0.694880875
0.591311332;0.028611981;0.885020325;0.150369646;0.209975041;0.784038886;0.828667603;0.864843814;0.607197522;0.241564491;0.878220579;0.554939431;0.157881795;0.42964655;0.328582479;0.200015443;0.710205189
0.599288459;0.071644097;0.142383705;0.889776251;0.570601984;0.613609786;0.593248838;0.611459752;0.109520598;0.064579969;0.622316842;0.472567546;0.426211751;0.139965181;0.228947764;0.132090035;0.78533474
0.932821899;0.424299254;0.968154414;0.239491656;0.8614702;0.827037081;0.468510539;0.820499833;0.577156176;0.132123027;0.489920583;0.971872302;0.935525467;0.218927141;0.677999172;0.600381494;0.770903282
0.308464029;0.872736388;0.799272095;0.78626104;0.009753179;0.728931543;0.112287909;0.60779776;0.391429922;0.75770513;0.116093738;0.514313973;0.201398076;0.711730309;0.140275606;0.066328778;0.667684707
0.395032833;0.868891372;0.710149527;0.487330254;0.745369458;0.609660918;0.874205963;0.858287979;0.85285343;0.109341493;0.267560728;0.33717486;0.717084293;0.578360757;0.891799642;0.694436031;0.261632285
0.694420965;0.276869271;0.163833349;0.95597078;0.88455805;0.181047009;0.100066336;0.17562708;0.521826357;0.299763717;0.938772283;0.882688667;0.029014522;0.07564737;0.593779641;0.056484033;0.288062625
0.288866661;0.384276091;0.700098101;0.653908871;0.264411215;0.75032875;0.739355341;0.974283573;0.86352279;0.161485153;0.250622526;0.121516459;0.589429867;0.438875012;0.503405851;0.500404044;0.415297032
0.535638662;0.028273552;0.753604186;0.524915171;0.696725815;0.843313755;0.583451526;0.425431568;0.669325291;0.621697618;0.302414958;0.93375034;0.696377177;0.824057934;0.424434687;0.582600972;0.605492709
0.560861119;0.912892189;0.355776426;0.241163836;0.245741304;0.686840961;0.709284984;0.352926104;0.19233916;0.418348451;0.089548455;0.950802858;0.405075097;0.834579609;0.493833294;0.768329476;0.60523829
0.078340384;0.377976597;0.473743758;0.309206416;0.645692375;0.597211819;0.362613691;0.867329061;0.149834981;0.154134047;0.829253361;0.680692907;0.560295784;0.771913632;0.126866114;0.301779828;0.334272384
0.136579474;0.515005003;0.98144618;0.282374496;0.497733084;0.258108876;0.113964265;0.930227401;0.300063995;0.633504622;0.16992996;0.704429957;0.336577772;0.715653902;0.18202844;0.487251741;0.443547924
